order_number,source_platform,status,order_date,total_amount,customer,tracking_number
200013651870254,SHIPSTATION,SHIPPED,2025-09-18 21:10:34.560000+00:00,141.87,<app.models.models.Customer object at 0x7f572cd69950>,None
10-13608-88195,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 04:42:18+00:00,257.79,<app.models.models.Customer object at 0x7f572cd6a850>,None
22-13581-52635,SHIPSTATION,SHIPPED,2025-09-19 06:21:06+00:00,262.01,<app.models.models.Customer object at 0x7f572cd68650>,9434650105501052001016
18-13592-23390,SHIPSTATION,SHIPPED,2025-09-20 14:31:17+00:00,659.70,<app.models.models.Customer object at 0x7f572cde4b50>,9434650105501052155528
26-13582-68707,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 02:27:30+00:00,163.43,<app.models.models.Customer object at 0x7f572cd5bd50>,None
200013781955417,SHIPSTATION,SHIPPED,2025-09-20 09:54:42.083000+00:00,0.66,<app.models.models.Customer object at 0x7f572cd5be50>,9400150105501170922734
200013753319282,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 12:40:34.320000+00:00,128.00,<app.models.models.Customer object at 0x7f572cd6a550>,None
02-13615-76796,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 04:39:55+00:00,788.80,<app.models.models.Customer object at 0x7f572cde4f50>,None
11-13605-61359,SHIPSTATION,CANCELLED,2025-09-21 15:47:04+00:00,488.13,<app.models.models.Customer object at 0x7f572cd6a850>,None
13-13597-79449,SHIPSTATION,SHIPPED,2025-09-20 07:18:54+00:00,21.54,<app.models.models.Customer object at 0x7f572cd25950>,9434650105501051943751
21-13592-25581,SHIPSTATION,SHIPPED,2025-09-21 18:01:46+00:00,33.99,<app.models.models.Customer object at 0x7f572cd6af50>,9400150105501171902223
200013527800434,SHIPSTATION,SHIPPED,2025-09-19 09:18:27.417000+00:00,9.99,<app.models.models.Customer object at 0x7f572cd5bc50>,9400150206217288448209
200013728057316,SHIPSTATION,SHIPPED,2025-09-19 09:11:45.060000+00:00,328.88,<app.models.models.Customer object at 0x7f572cd69350>,393407878732
11-13607-88429,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 06:20:42+00:00,47.14,<app.models.models.Customer object at 0x7f572cdad150>,None
03-13618-69816,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 06:23:55+00:00,60.13,<app.models.models.Customer object at 0x7f572cd6b350>,None
26-13582-54961,SHIPSTATION,SHIPPED,2025-09-21 01:09:55+00:00,32.59,<app.models.models.Customer object at 0x7f572cd58350>,9400150206217291899654
200013722692963,SHIPSTATION,SHIPPED,2025-09-19 21:25:03.093000+00:00,223.50,<app.models.models.Customer object at 0x7f572cd69650>,9434650105501051840012
200013877010021,SHIPSTATION,SHIPPED,2025-09-21 13:55:16.203000+00:00,198.99,<app.models.models.Customer object at 0x7f572cd6a450>,9434650206217087985082
19-13566-12851,SHIPSTATION,SHIPPED,2025-09-14 13:48:01+00:00,61.46,<app.models.models.Customer object at 0x7f572cd4a950>,9400150105501171264604
18-13589-00249,SHIPSTATION,SHIPPED,2025-09-19 16:11:11+00:00,33.44,<app.models.models.Customer object at 0x7f572cd68e50>,9400150105501171380984
12-13605-24996,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 19:43:32+00:00,59.48,<app.models.models.Customer object at 0x7f572cd6ac50>,None
200013672759612,SHIPSTATION,SHIPPED,2025-09-20 22:59:44.447000+00:00,0.66,<app.models.models.Customer object at 0x7f572cd6ad50>,9400150105501171538996
200013591732034,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 05:59:07.653000+00:00,128.00,<app.models.models.Customer object at 0x7f572cd6b150>,None
200013556797051,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 07:08:44.803000+00:00,128.00,<app.models.models.Customer object at 0x7f572cde5450>,None
200013571786081,SHIPSTATION,AWAITING_SHIPMENT,2025-09-21 07:50:50.633000+00:00,144.44,<app.models.models.Customer object at 0x7f572cd6a750>,None
12-13544-64370,SHIPSTATION,SHIPPED,2025-09-06 23:28:09+00:00,146.62,<app.models.models.Customer object at 0x7f572cdbe050>,9434650105501052088741
200013496752976,SHIPSTATION,SHIPPED,2025-09-21 07:47:50.233000+00:00,1.32,<app.models.models.Customer object at 0x7f572cd6a950>,9400150105501171537722
200013600983029,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 18:30:26.170000+00:00,271.99,<app.models.models.Customer object at 0x7f572cd68250>,None
200013639329841,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 18:08:18.253000+00:00,183.20,<app.models.models.Customer object at 0x7f572cde4950>,None
